       22
  0.3219346700000000E+01  0.3006708600000000E+01  0.4026394000000000E+00
  0.3403599000000000E+01  0.2397666600000000E+01  0.1285394600000000E+01
  0.3528269800000000E+01  0.1368747500000000E+01  0.9538552000000000E+00
  0.2484233500000000E+01  0.2426798900000000E+01  0.1866823600000000E+01
  0.4551890500000000E+01  0.2921398300000000E+01  0.2157245300000000E+01
  0.4879552700000000E+01  0.2432209400000000E+01  0.3237414400000000E+01
  0.4995313900000000E+01  0.4130156900000000E+01  0.1783248900000000E+01
  0.4633290800000000E+01  0.4566156300000000E+01  0.9458384000000000E+00
  0.5530549300000000E+01  0.5089677600000000E+01  0.2740212100000000E+01
  0.6055365200000000E+01  0.4519416700000000E+01  0.3503333600000000E+01
  0.6352316700000000E+01  0.5962914200000000E+01  0.1843594900000000E+01
  0.5806560500000000E+01  0.6394600900000000E+01  0.1006972700000000E+01
  0.6872376200000000E+01  0.6719235800000000E+01  0.2428107600000000E+01
  0.7230405800000000E+01  0.5478702200000000E+01  0.1420940300000000E+01
  0.4252175400000000E+01  0.5634822800000000E+01  0.3311225200000000E+01
  0.3374488600000000E+01  0.6034186500000000E+01  0.2540818800000000E+01
  0.4124427100000000E+01  0.5626400100000000E+01  0.4691563800000000E+01
  0.4907350800000000E+01  0.5266462600000000E+01  0.5220608100000000E+01
  0.3214895100000000E+01  0.6556904900000000E+01  0.5270864400000000E+01
  0.2297418700000000E+01  0.6603259400000000E+01  0.4688560700000000E+01
  0.2992419000000000E+01  0.6263652400000000E+01  0.6294333300000000E+01
  0.3591578900000000E+01  0.7565342800000000E+01  0.5426216700000000E+01
  0 START of Energies
 -0.3871414791069718E+01
  1 Total Force
  0.6957905615158055E+01  0.3538948847694605E+01  0.2287264686543523E+01
 -0.4892279093258133E+01 -0.7801242176601257E+01  0.3727381938226113E+01
  0.1128451744046407E+02  0.1025909392748907E+01  0.5538216906533546E+01
  0.3414736381090610E+01  0.1845734756462327E+01  0.3547379863383670E+01
 -0.1748647047780662E+02  0.6052502893514260E+01  0.5129835480749030E+01
 -0.6246002607322585E+01 -0.1025749528983011E+02 -0.1180908834025528E+02
  0.1580880647184148E+02  0.3535486006454204E+01 -0.5354088659750083E+01
 -0.2049892524726715E+01 -0.5530340975832439E+01  0.1389590686943426E+01
 -0.2029360989082310E+02 -0.6087581002508429E+02 -0.2149999337246478E+02
  0.1282784255448505E+02  0.9500668229148518E+01 -0.6793003553888448E+00
  0.3899265303065962E+02  0.2997423044989526E+02  0.6291312769742776E+01
 -0.5717602250771594E+01  0.4049784971869276E+01  0.4104873899433203E+01
 -0.1280262608575206E+02  0.7425098257765757E+01  0.1991304918577157E+01
 -0.7569956828211247E+01 -0.1451334506993248E+02 -0.8765268212788921E+00
 -0.1246651378553875E+02  0.1516492971875475E+02  0.1870005919450967E+02
 -0.3824917585018281E+01  0.9386810072548613E+01  0.8645640088114979E+01
  0.2701561797410622E+02  0.7733497829814739E+01 -0.4315579306419485E+02
 -0.6006092756713132E+01  0.6017189038440802E+00  0.6545983434162487E+01
 -0.2086238102521102E+02  0.1037154201858554E+02  0.3253373895863819E+02
 -0.2632840804696969E+01 -0.5968553099788567E+00  0.4828761034231712E+00
 -0.4502200668905883E+01 -0.9589019673726886E+01 -0.3033336504181237E+01
  0.1105130691695099E+02 -0.1042753828114519E+01 -0.1450733181146698E+02
       22
  0.3219000000000000E+01  0.3007000000000000E+01  0.4030000000000000E+00
  0.3404000000000000E+01  0.2398000000000000E+01  0.1285000000000000E+01
  0.3528000000000000E+01  0.1369000000000000E+01  0.9540000000000000E+00
  0.2484000000000000E+01  0.2427000000000000E+01  0.1867000000000000E+01
  0.4552000000000000E+01  0.2921000000000000E+01  0.2157000000000000E+01
  0.4880000000000000E+01  0.2432000000000000E+01  0.3237000000000000E+01
  0.4995000000000000E+01  0.4130000000000000E+01  0.1783000000000000E+01
  0.4633000000000000E+01  0.4566000000000000E+01  0.9460000000000000E+00
  0.5531000000000000E+01  0.5090000000000000E+01  0.2740000000000000E+01
  0.6055000000000000E+01  0.4519000000000000E+01  0.3503000000000000E+01
  0.6352000000000000E+01  0.5963000000000000E+01  0.1844000000000000E+01
  0.5807000000000000E+01  0.6395000000000000E+01  0.1007000000000000E+01
  0.6872000000000000E+01  0.6719000000000000E+01  0.2428000000000000E+01
  0.7230000000000000E+01  0.5479000000000000E+01  0.1421000000000000E+01
  0.4252000000000000E+01  0.5635000000000000E+01  0.3311000000000000E+01
  0.3374000000000000E+01  0.6034000000000000E+01  0.2541000000000000E+01
  0.4124000000000000E+01  0.5626000000000000E+01  0.4692000000000000E+01
  0.4907000000000000E+01  0.5266000000000000E+01  0.5221000000000000E+01
  0.3215000000000000E+01  0.6557000000000000E+01  0.5271000000000000E+01
  0.2297000000000000E+01  0.6603000000000000E+01  0.4689000000000000E+01
  0.2992000000000000E+01  0.6264000000000000E+01  0.6294000000000000E+01
  0.3592000000000000E+01  0.7565000000000000E+01  0.5426000000000000E+01
  0 START of Energies
 -0.3803896946456824E+01
  1 Total Force
  0.6989460838816407E+01  0.3735529837092102E+01  0.1961647913928096E+01
 -0.5683085210609697E+01 -0.8141506277315163E+01  0.4451143655251985E+01
  0.1133689269667084E+02  0.9389092202837345E+00  0.5428495303210295E+01
  0.3934068180859381E+01  0.1852563704101042E+01  0.3252385855655312E+01
 -0.1729645972471381E+02  0.6479330865379337E+01  0.4954901390810319E+01
 -0.6279534438645368E+01 -0.1039309279130083E+02 -0.1169353750776916E+02
  0.1619971035097523E+02  0.3760597641677472E+01 -0.4837428568709842E+01
 -0.2187602350943640E+01 -0.5436286637075289E+01  0.1112539968354281E+01
 -0.2133569795411434E+02 -0.6145625403446640E+02 -0.2140319865197484E+02
  0.1299151098074783E+02  0.9574727844866560E+01 -0.6294894558473461E+00
  0.3929132940269264E+02  0.3008139235140030E+02  0.5622071758924872E+01
 -0.5832422935586786E+01  0.3986335408329508E+01  0.4178461779602460E+01
 -0.1263272499583065E+02  0.7656878994095259E+01  0.2243605126090797E+01
 -0.7539084486434886E+01 -0.1455333948191404E+02 -0.8294248844501859E+00
 -0.1222525983159612E+02  0.1494719166150302E+02  0.1941587752641165E+02
 -0.3865283032911884E+01  0.9442383716360819E+01  0.8465197219568369E+01
  0.2718812657623584E+02  0.7699874144921753E+01 -0.4375809408302619E+02
 -0.6048847810810928E+01  0.6259388937887522E+00  0.6528371335552457E+01
 -0.2120766740372103E+02  0.1020535460089517E+02  0.3222915157201969E+02
 -0.2430347274418579E+01 -0.5463964287878106E+00  0.5207094138700734E+00
 -0.4478355172932122E+01 -0.9645283038605605E+01 -0.2743033382188399E+01
  0.1111127359627165E+02 -0.8148501952297216E+00 -0.1447035328528469E+02
