       36
  0.2069603100000000E+01  0.1254633800000000E+01  0.6438472900000000E+01
  0.2072292300000000E+01  0.2260315000000000E+01  0.6022855000000000E+01
  0.1394943200000000E+01  0.2892615500000000E+01  0.6593411000000000E+01
  0.1767476600000000E+01  0.2229431300000000E+01  0.4978693700000000E+01
  0.3462689200000000E+01  0.2809824300000000E+01  0.6110716500000000E+01
  0.4400326900000000E+01  0.2104113600000000E+01  0.6456088400000000E+01
  0.3603581500000000E+01  0.4115477800000000E+01  0.5776059000000000E+01
  0.2798242000000000E+01  0.4648660400000000E+01  0.5476797800000000E+01
  0.4909193500000000E+01  0.4761942000000000E+01  0.5749557000000000E+01
  0.5503858300000000E+01  0.4360718700000000E+01  0.6567100300000000E+01
  0.5606504700000000E+01  0.4455109800000000E+01  0.4421555100000000E+01
  0.5769870900000000E+01  0.3380483400000000E+01  0.4370280200000000E+01
  0.4949370600000000E+01  0.4713027500000000E+01  0.3593428400000000E+01
  0.6939665100000000E+01  0.5180355900000000E+01  0.4239845600000000E+01
  0.6754223100000000E+01  0.6183696400000000E+01  0.3861614200000000E+01
  0.7442961900000000E+01  0.5266588300000000E+01  0.5200780600000000E+01
  0.7851422400000000E+01  0.4416920800000000E+01  0.3287440200000000E+01
  0.8082292700000000E+01  0.3440769000000000E+01  0.3707928100000000E+01
  0.7346424500000000E+01  0.4276391900000000E+01  0.2334438400000000E+01
  0.9099676000000001E+01  0.5169683700000000E+01  0.3060129300000000E+01
  0.9047695400000000E+01  0.6165478200000000E+01  0.3280057000000000E+01
  0.1025103450000000E+02  0.4681850400000000E+01  0.2561615400000000E+01
  0.1035764930000000E+02  0.3432167800000000E+01  0.2119861100000000E+01
  0.9524886600000000E+01  0.2842900200000000E+01  0.2075734000000000E+01
  0.1126004580000000E+02  0.3041229800000000E+01  0.1845043600000000E+01
  0.1133356810000000E+02  0.5450145600000000E+01  0.2495272200000000E+01
  0.1133683800000000E+02  0.6385427700000000E+01  0.2905044000000000E+01
  0.1217282530000000E+02  0.5123033500000000E+01  0.2014313300000000E+01
  0.4719705300000000E+01  0.6250493500000000E+01  0.5976728200000000E+01
  0.4196407200000000E+01  0.6948385200000000E+01  0.5119018000000000E+01
  0.5173305900000000E+01  0.6731820700000000E+01  0.7160449000000000E+01
  0.5542445800000000E+01  0.6097435400000000E+01  0.7855936900000000E+01
  0.5012590900000000E+01  0.8127236399999999E+01  0.7516853800000000E+01
  0.3953890800000000E+01  0.8366973399999999E+01  0.7585144000000000E+01
  0.5487843200000000E+01  0.8328004500000000E+01  0.8474356500000001E+01
  0.5462164300000000E+01  0.8758650400000001E+01  0.6753844600000000E+01
  0 START of Energies
 -0.1482474926513324E+03
  1 Total Force
 -0.5180159450678715E-01  0.1943148891188942E+00 -0.1278361626890618E+00
 -0.5893538799383068E+00  0.7157106229058864E+00 -0.3879040365070570E+00
  0.6575762927427681E+00 -0.5455283286032016E+00 -0.4700062919597522E+00
  0.2603520079567502E+00 -0.3631652169085772E-01  0.1073718685453930E+01
 -0.3392211345099642E+00  0.7552501408265322E-01  0.7779662495078465E-01
  0.6493739157644329E+00 -0.4664219210775138E+00  0.3368648861913275E+00
  0.1925994460057423E+00 -0.7758251462435913E+00 -0.4863524543860749E+00
 -0.6580642833261843E+00  0.7129568211793582E+00  0.7560657582894759E-02
  0.5351748542472670E+00 -0.3259740505164747E+00 -0.4476365162426355E+00
  0.5459047074114421E+00 -0.3357415109678165E+00  0.7803016776368101E+00
  0.1389017205380925E+00  0.3596586721318062E+00  0.5426205184095977E+00
  0.5337058717921858E+00 -0.1178020927663328E+01  0.2586096825945281E+00
 -0.3925486555430749E+00  0.7272796345573739E+00 -0.1357259659148935E+01
 -0.8899240896589055E+00 -0.1392485007985754E+01 -0.3396641901505438E+00
  0.4063659690940455E-02  0.9450756378013427E+00 -0.3206574830762433E+00
  0.3257943325222817E+00  0.1177660033162750E+00  0.8506859877424340E+00
  0.1438173855536866E+01  0.2845200801435061E+01  0.1821972028689508E+00
  0.2080992046501294E+00 -0.1591192008244631E+01  0.4834654177142344E+00
 -0.5775246812443531E+00 -0.6627743559122532E+00 -0.1580302054329790E+01
 -0.2227846758908369E+01  0.1890830847275138E+01  0.1122282661545066E+01
  0.2643811201648150E+00 -0.2571831776813047E+01 -0.5435296182789697E+00
  0.1413441095166972E+01  0.1635779354013767E+00  0.3693396945554402E+00
  0.9310303777179771E+00 -0.4443207727311647E+01 -0.2032954659040745E+01
  0.3462898590137141E+01  0.2568330322566699E+01  0.3221138896709772E+00
 -0.4906031427996578E+01  0.2092471019476391E+01  0.1548009383657281E+01
  0.3915432776824211E+01  0.1936648439113491E+01 -0.1051233704442893E+01
 -0.1969548699722140E+00 -0.3907459659269751E+01 -0.1610534387415372E+01
 -0.4044103727883451E+01  0.1610199674842347E+01  0.2454077232718733E+01
  0.4843796808108838E+00  0.8258440762307173E+00  0.1618587481160677E+01
 -0.3437829475772919E-01  0.1063171285884870E+01 -0.1069685982035830E+01
 -0.8285708338168033E+00 -0.8731210460812812E+00  0.1702629956845016E+01
 -0.2944514245876598E+00  0.1462118876073341E+01 -0.1444820532657570E+01
  0.6716862907953424E+00 -0.1933516096315626E+01 -0.4970613513454825E+00
 -0.1690635163387370E+01  0.2544524732933666E+00  0.2477806496738322E+00
  0.3678154792808588E+00 -0.1864928827455248E+00  0.9142412553071384E+00
  0.7206255402806555E+00  0.6647759207559341E+00 -0.1125444462572701E+01
       36
  0.2070000000000000E+01  0.1255000000000000E+01  0.6438000000000000E+01
  0.2072000000000000E+01  0.2260000000000000E+01  0.6023000000000000E+01
  0.1395000000000000E+01  0.2893000000000000E+01  0.6593000000000000E+01
  0.1767000000000000E+01  0.2229000000000000E+01  0.4979000000000000E+01
  0.3463000000000000E+01  0.2810000000000000E+01  0.6111000000000000E+01
  0.4400000000000000E+01  0.2104000000000000E+01  0.6456000000000000E+01
  0.3604000000000000E+01  0.4115000000000000E+01  0.5776000000000000E+01
  0.2798000000000000E+01  0.4649000000000000E+01  0.5477000000000000E+01
  0.4909000000000000E+01  0.4762000000000000E+01  0.5750000000000000E+01
  0.5504000000000000E+01  0.4361000000000000E+01  0.6567000000000000E+01
  0.5607000000000000E+01  0.4455000000000000E+01  0.4422000000000000E+01
  0.5770000000000000E+01  0.3380000000000000E+01  0.4370000000000000E+01
  0.4949000000000000E+01  0.4713000000000000E+01  0.3593000000000000E+01
  0.6940000000000000E+01  0.5180000000000000E+01  0.4240000000000000E+01
  0.6754000000000000E+01  0.6184000000000000E+01  0.3862000000000000E+01
  0.7443000000000000E+01  0.5267000000000000E+01  0.5201000000000000E+01
  0.7851000000000000E+01  0.4417000000000000E+01  0.3287000000000000E+01
